#Size            Value           StdDev  Value  StdDev  Value  StdDev            Value           StdDev
15      0.347655698064  0.0573299354862    1.0     0.0    1.0     0.0   0.262457198963   0.052553062808
30      0.229677013798  0.0366728468413    1.0     0.0    1.0     0.0   0.187623342231  0.0290175280792
48      0.112714731654  0.0197846763431    1.0     0.0    1.0     0.0  0.0917883208957  0.0180321915504
